new_value,old_value
LSOC000115,9701
LSOC000116,9604
LSOC000117,10459
LSOC000118,2157
LSOC000119,2079
LSOC000120,9348
LSOC000121,9349
LSOC000122,2647
LSOC000123,1915
LSOC000124,2829
LSOC000125,1426
LSOC000126,1851
LSOC000127,9552
LSOC000128,9553
LSOC000129,1736
LSOC000130,1475
LSOC000131,1497
LSOC000132,2964
LSOC000133,1401
LSOC000134,2774
LSOC000135,2515
LSOC000136,1519
LSOC000137,3034
LSOC000138,3105
LSOC000139,10033
LSOC000140,2733
LSOC000141,2813
LSOC000142,2254
LSOC000143,1896
LSOC000144,1413
LSOC000145,1529
LSOC000146,1615
LSOC000147,1916
LSOC000148,1660
LSOC000149,1773
LSOC000150,1869
LSOC000151,2454
LSOC000152,2613
LSOC000153,2568
LSOC000154,1787
LSOC000155,1774
LSOC000156,3014
LSOC000157,1621
LSOC000158,2095
LSOC000159,3022
LSOC000160,2706
LSOC000161,2874
LSOC000162,2507
LSOC000163,1429
LSOC000164,1363
LSOC000165,2163
LSOC000166,2312
LSOC000167,2659
LSOC000168,2007
LSOC000169,2475
LSOC000170,2040
LSOC000171,1517
LSOC000172,2528
LSOC000173,10308
LSOC000174,10309
LSOC000175,2358
LSOC000176,2437
LSOC000177,2764
LSOC000178,1383
LSOC000179,2253
LSOC000180,2078
LSOC000181,1895
LSOC000182,2819
LSOC000183,2985
LSOC000184,1894
LSOC000185,10637
LSOC000186,2815
LSOC000187,9564
LSOC000188,2816
LSOC000189,2073
LSOC000190,1564
LSOC000191,1602
LSOC000192,2206
LSOC000193,3116
LSOC000194,1749
LSOC000195,2108
LSOC000196,2663
LSOC000197,1419
LSOC000198,2846
LSOC000199,3036
LSOC000200,2249
LSOC000201,1878
LSOC000202,2145
LSOC000203,1821
LSOC000204,1872
LSOC000205,10265
LSOC000206,3131
LSOC000207,2856
LSOC000208,9475
LSOC000209,2160
LSOC000210,2237
LSOC000211,3071
LSOC000212,2154
LSOC000213,2399
LSOC000214,2970
LSOC000215,3101
LSOC000216,3003
LSOC000217,1951
LSOC000218,2691
LSOC000219,1339
LSOC000220,9919
LSOC000221,2323
LSOC000222,1574
LSOC000223,1789
LSOC000224,1758
LSOC000225,2858
LSOC000226,2598
LSOC000227,2321
LSOC000228,2519
LSOC000229,3068
LSOC000230,2279
LSOC000231,2221
LSOC000232,2869
LSOC000233,1777
LSOC000234,2852
LSOC000235,9167
LSOC000236,2660
LSOC000237,3038
LSOC000238,2211
LSOC000239,2936
LSOC000240,1447
LSOC000241,10664
LSOC000242,3040
LSOC000243,1760
LSOC000244,3188
LSOC000245,2715
LSOC000246,1484
LSOC000247,1370
LSOC000248,1754
LSOC000249,2240
LSOC000250,1678
LSOC000251,1638
LSOC000252,10417
LSOC000253,1757
LSOC000254,9150
LSOC000255,9149
LSOC000256,1456
LSOC000257,1867
LSOC000258,2151
LSOC000259,9945
LSOC000260,10140
LSOC000261,10685
LSOC000262,10686
LSOC000263,10034
LSOC000264,10035
LSOC000265,1696
LSOC000266,1451
LSOC000267,1627
LSOC000268,2923
LSOC000269,10666
LSOC000270,10419
LSOC000271,10422
LSOC000272,10447
LSOC000273,1670
LSOC000274,2325
LSOC000275,9617
LSOC000276,9228
LSOC000277,9925
LSOC000278,9926
LSOC000279,9927
LSOC000280,10404
LSOC000281,9993
LSOC000282,3016
LSOC000283,3591
LSOC000284,1647
LSOC000285,2425
LSOC000286,9668
LSOC000287,9768
LSOC000288,2337
LSOC000289,1563
LSOC000290,2061
LSOC000291,2137
LSOC000292,2495
LSOC000293,9772
LSOC000294,2802
LSOC000295,9262
LSOC000296,2088
LSOC000297,2268
LSOC000298,1963
LSOC000299,1803
LSOC000300,10655
LSOC000301,10659
LSOC000302,2692
LSOC000303,2818
LSOC000304,2350
LSOC000305,9343
LSOC000306,9649
LSOC000307,2949
LSOC000308,2796
LSOC000309,1781
LSOC000310,2999
LSOC000311,2928
LSOC000312,3122
LSOC000313,2831
LSOC000314,2296
LSOC000315,9883
LSOC000316,2336
LSOC000317,10493
LSOC000318,1651
LSOC000319,2122
LSOC000320,2465
LSOC000321,2014
LSOC000322,1849
LSOC000323,2380
LSOC000324,3018
LSOC000325,1785
LSOC000326,3682
LSOC000327,10221
LSOC000328,3015
LSOC000329,1592
LSOC000330,1882
LSOC000331,2363
LSOC000332,1399
LSOC000333,2443
LSOC000334,2593
LSOC000335,2798
LSOC000336,3052
LSOC000337,2619
LSOC000338,10144
LSOC000339,10420
LSOC000340,10146
LSOC000341,1940
LSOC000342,3083
LSOC000343,3556
LSOC000344,9780
LSOC000345,2870
LSOC000346,1355
LSOC000347,2997
LSOC000348,1964
LSOC000349,3027
LSOC000350,2067
LSOC000351,1372
LSOC000352,1966
LSOC000353,2481
LSOC000354,2890
LSOC000355,2417
LSOC000356,2330
LSOC000357,3028
LSOC000358,2402
LSOC000359,2419
LSOC000360,1992
LSOC000361,2159
LSOC000362,2670
LSOC000363,2483
LSOC000364,2016
LSOC000365,1504
LSOC000366,1862
LSOC000367,1620
LSOC000368,2381
LSOC000369,3045
LSOC000370,1423
LSOC000371,1434
LSOC000372,2121
LSOC000373,2938
LSOC000374,10653
LSOC000375,10259
LSOC000376,9299
LSOC000377,3132
LSOC000378,2274
LSOC000379,3133
LSOC000380,9975
LSOC000381,1376
LSOC000382,9942
LSOC000383,1865
LSOC000384,2113
LSOC000385,2252
LSOC000386,10027
LSOC000387,2001
LSOC000388,2651
LSOC000389,1763
LSOC000390,9970
LSOC000391,9921
LSOC000392,2438
LSOC000393,1573
LSOC000394,2612
LSOC000395,1856
LSOC000396,1900
LSOC000397,2875
LSOC000398,2522
LSOC000399,1759
LSOC000400,2851
LSOC000401,3134
LSOC000402,2714
LSOC000403,1598
LSOC000404,2850
LSOC000405,2172
LSOC000406,2285
LSOC000407,2368
LSOC000408,2486
LSOC000409,1585
LSOC000410,1811
LSOC000411,2940
LSOC000412,1508
LSOC000413,2871
LSOC000414,2567
LSOC000415,2955
LSOC000416,9592
LSOC000417,2604
LSOC000418,1921
LSOC000419,1474
LSOC000420,1381
LSOC000421,3047
LSOC000422,2342
LSOC000423,2688
LSOC000424,10691
LSOC000425,9898
LSOC000426,1459
LSOC000427,1810
LSOC000428,3191
LSOC000429,1524
LSOC000430,1924
LSOC000431,2105
LSOC000432,2837
LSOC000433,1430
LSOC000434,1431
LSOC000435,1432
LSOC000436,2247
LSOC000437,1709
LSOC000438,2102
LSOC000439,1623
LSOC000440,2506
LSOC000441,2373
LSOC000442,2711
LSOC000443,1512
LSOC000444,2621
LSOC000445,2213
LSOC000446,2143
LSOC000447,1624
LSOC000448,2588
LSOC000449,2212
LSOC000450,1364
LSOC000451,2480
LSOC000452,2689
LSOC000453,2210
LSOC000454,2649
LSOC000455,1353
LSOC000456,2648
LSOC000457,3135
LSOC000458,2894
LSOC000459,3125
LSOC000460,2680
LSOC000461,1961
LSOC000462,2339
LSOC000463,10348
LSOC000464,2510
LSOC000465,2603
LSOC000466,3030
LSOC000467,2307
LSOC000468,2404
LSOC000469,2423
LSOC000470,1926
LSOC000471,2895
LSOC000472,1928
LSOC000473,2788
LSOC000474,2033
LSOC000475,10683
LSOC000476,10684
LSOC000477,1526
LSOC000478,1464
LSOC000479,43
LSOC000480,10705
LSOC000481,10029
LSOC000482,10371
LSOC000483,10373
LSOC000484,10372
LSOC000485,2975
LSOC000486,1946
LSOC000487,2966
LSOC000488,2963
LSOC000489,9817
LSOC000490,2626
LSOC000491,1768
LSOC000492,9764
LSOC000493,10337
LSOC000494,9234
LSOC000495,9428
LSOC000496,1923
LSOC000497,9414
LSOC000498,9520
LSOC000499,9960
LSOC000500,2732
LSOC000501,10276
LSOC000502,10123
LSOC000503,10125
LSOC000504,10124
LSOC000505,1612
LSOC000506,2521
LSOC000507,9591
LSOC000508,9369
LSOC000509,10048
LSOC000510,3159
LSOC000511,10336
LSOC000512,1905
LSOC000513,2002
LSOC000514,1465
LSOC000515,3136
LSOC000516,2317
LSOC000517,1880
LSOC000518,1661
LSOC000519,2277
LSOC000520,2146
LSOC000521,2450
LSOC000522,1471
LSOC000523,1847
LSOC000524,1448
LSOC000525,1632
LSOC000526,2828
LSOC000527,2115
LSOC000528,1717
LSOC000529,2114
LSOC000530,1421
LSOC000531,1729
LSOC000532,2884
LSOC000533,2156
LSOC000534,2722
LSOC000535,3113
LSOC000536,1352
LSOC000537,1614
LSOC000538,2844
LSOC000539,2809
LSOC000540,1556
LSOC000541,3062
LSOC000542,1671
LSOC000543,2565
LSOC000544,1460
LSOC000545,2348
LSOC000546,2195
LSOC000547,1520
LSOC000548,2282
LSOC000549,1708
LSOC000550,3092
LSOC000551,2352
LSOC000552,1361
LSOC000553,2034
LSOC000554,2842
LSOC000555,2287
LSOC000556,2175
LSOC000557,2295
LSOC000558,2305
LSOC000559,2986
LSOC000560,9332
LSOC000561,2854
LSOC000562,2685
LSOC000563,3074
LSOC000564,3004
LSOC000565,2300
LSOC000566,2557
LSOC000567,2490
LSOC000568,1494
LSOC000569,2196
LSOC000570,3194
LSOC000571,2345
LSOC000572,2051
LSOC000573,10003
LSOC000574,2918
LSOC000575,2679
LSOC000576,1357
LSOC000577,2987
LSOC000578,1498
LSOC000579,2622
LSOC000580,2185
LSOC000581,3057
LSOC000582,2413
LSOC000583,10634
LSOC000584,9902
LSOC000585,1619
LSOC000586,10423
LSOC000587,2566
LSOC000588,3024
LSOC000589,10374
LSOC000590,10275
LSOC000591,1885
LSOC000592,113
LSOC000593,2054
LSOC000594,10398
LSOC000595,10399
LSOC000596,2148
LSOC000597,9874
LSOC000598,9875
LSOC000599,127
LSOC000600,10416
LSOC000601,9387
LSOC000602,2793
LSOC000603,2359
LSOC000604,3138
LSOC000605,2476
LSOC000606,1648
LSOC000607,2893
LSOC000608,1852
LSOC000609,2222
LSOC000610,2080
LSOC000611,1618
LSOC000612,1784
LSOC000613,1881
LSOC000614,1412
LSOC000615,2046
LSOC000616,1982
LSOC000617,1530
LSOC000618,2203
LSOC000619,2562
LSOC000620,10665
LSOC000621,2149
LSOC000622,2216
LSOC000623,1863
LSOC000624,2664
LSOC000625,1830
LSOC000626,1480
LSOC000627,1938
LSOC000628,2673
LSOC000629,2302
LSOC000630,1409
LSOC000631,1917
LSOC000632,1445
LSOC000633,3048
LSOC000634,1722
LSOC000635,3029
LSOC000636,2628
LSOC000637,3009
LSOC000638,2448
LSOC000639,2361
LSOC000640,1449
LSOC000641,10512
LSOC000642,9410
LSOC000643,9409
LSOC000644,2586
LSOC000645,2614
LSOC000646,2824
LSOC000647,1362
LSOC000648,10241
LSOC000649,10242
LSOC000650,10179
LSOC000651,9756
LSOC000652,10736
LSOC000653,2462
LSOC000654,9683
LSOC000655,9682
LSOC000656,9255
LSOC000657,9777
LSOC000658,9218
LSOC000659,9219
LSOC000660,9674
LSOC000661,10486
LSOC000662,10540
LSOC000663,10541
LSOC000664,10498
LSOC000665,2525
LSOC000666,2087
LSOC000667,1741
LSOC000668,2171
LSOC000669,1834
LSOC000670,2411
LSOC000671,1436
LSOC000672,3012
LSOC000673,1682
LSOC000674,2792
LSOC000675,1499
LSOC000676,1657
LSOC000677,1505
LSOC000678,2290
LSOC000679,1669
LSOC000680,2026
LSOC000681,9880
LSOC000682,9892
LSOC000683,2847
LSOC000684,3139
LSOC000685,2313
LSOC000686,1439
LSOC000687,1440
LSOC000688,1487
LSOC000689,1840
LSOC000690,2045
LSOC000691,2765
LSOC000692,1805
LSOC000693,2546
LSOC000694,3051
LSOC000695,2135
LSOC000696,9184
LSOC000697,3174
LSOC000698,2967
LSOC000699,1891
LSOC000700,1668
LSOC000701,3118
LSOC000702,1658
LSOC000703,2199
LSOC000704,10676
LSOC000705,3596
LSOC000706,9738
LSOC000707,9739
LSOC000708,1659
LSOC000709,2542
LSOC000710,3597
LSOC000711,1424
LSOC000712,2761
LSOC000713,3010
LSOC000714,1455
LSOC000715,2259
LSOC000716,1735
LSOC000717,3114
LSOC000718,1540
LSOC000719,1596
LSOC000720,1408
LSOC000721,2275
LSOC000722,10626
LSOC000723,10627
LSOC000724,9901
LSOC000725,9415
LSOC000726,9354
LSOC000727,9450
LSOC000728,9353
LSOC000729,193
LSOC000730,10228
LSOC000731,10231
LSOC000732,10232
LSOC000733,10230
LSOC000734,196
LSOC000735,9494
LSOC000736,1778
LSOC000737,3088
LSOC000738,2783
LSOC000739,1941
LSOC000740,2066
LSOC000741,2606
LSOC000742,1730
LSOC000743,3182
LSOC000744,2695
LSOC000745,3094
LSOC000746,2090
LSOC000747,3195
LSOC000748,10628
LSOC000749,2977
LSOC000750,1908
LSOC000751,2284
LSOC000752,1753
LSOC000753,1893
LSOC000754,2298
LSOC000755,1886
LSOC000756,1483
LSOC000757,222
LSOC000758,1522
LSOC000759,3110
LSOC000760,2827
LSOC000761,9811
LSOC000762,2926
LSOC000763,9810
LSOC000764,2333
LSOC000765,1910
LSOC000766,1582
LSOC000767,2217
LSOC000768,3103
LSOC000769,2469
LSOC000770,3082
LSOC000771,2989
LSOC000772,9419
LSOC000773,1676
LSOC000774,2186
LSOC000775,1903
LSOC000776,1798
LSOC000777,3140
LSOC000778,1934
LSOC000779,1572
LSOC000780,2459
LSOC000781,2458
LSOC000782,2436
LSOC000783,10261
LSOC000784,10263
LSOC000785,2453
LSOC000786,2984
LSOC000787,3128
LSOC000788,2340
LSOC000789,1800
LSOC000790,2939
LSOC000791,1898
LSOC000792,9924
LSOC000793,10450
LSOC000794,1351
LSOC000795,3670
LSOC000796,10407
LSOC000797,10408
LSOC000798,9612
LSOC000799,9611
LSOC000800,10451
LSOC000801,9547
LSOC000802,3671
LSOC000803,10079
LSOC000804,3165
LSOC000805,1889
LSOC000806,2074
LSOC000807,1584
LSOC000808,10744
LSOC000809,1506
LSOC000810,1346
LSOC000811,1347
LSOC000812,10591
LSOC000813,217
LSOC000814,9928
LSOC000815,10476
LSOC000816,10443
LSOC000817,10444
LSOC000818,9762
LSOC000819,1819
LSOC000820,2911
LSOC000821,3196
LSOC000822,9460
LSOC000823,9790
LSOC000824,9792
LSOC000825,9791
LSOC000826,10041
LSOC000827,10042
LSOC000828,9177
LSOC000829,9196
LSOC000830,10490
LSOC000831,2551
LSOC000832,2634
LSOC000833,2739
LSOC000834,1770
LSOC000835,3141
LSOC000836,1594
LSOC000837,1667
LSOC000838,9134
LSOC000839,2502
LSOC000840,1535
LSOC000841,1866
LSOC000842,2727
LSOC000843,1633
LSOC000844,2905
LSOC000845,10559
LSOC000846,2133
LSOC000847,9439
LSOC000848,2487
LSOC000849,2263
LSOC000850,2908
LSOC000851,2646
LSOC000852,2009
LSOC000853,2853
LSOC000854,1416
LSOC000855,1470
LSOC000856,2980
LSOC000857,1604
LSOC000858,1836
LSOC000859,1937
LSOC000860,2147
LSOC000861,2150
LSOC000862,2003
LSOC000863,2492
LSOC000864,2015
LSOC000865,2915
LSOC000866,2740
LSOC000867,2741
LSOC000868,2446
LSOC000869,9637
LSOC000870,3176
LSOC000871,1883
LSOC000872,2541
LSOC000873,1771
LSOC000874,2971
LSOC000875,3019
LSOC000876,1703
LSOC000877,2638
LSOC000878,2848
LSOC000879,2549
LSOC000880,2745
LSOC000881,1967
LSOC000882,1382
LSOC000883,2407
LSOC000884,1330
LSOC000885,1590
LSOC000886,1809
LSOC000887,1727
LSOC000888,2773
LSOC000889,3039
LSOC000890,2422
LSOC000891,3692
LSOC000892,2931
LSOC000893,2202
LSOC000894,2981
LSOC000895,1680
LSOC000896,2686
LSOC000897,2737
LSOC000898,1994
LSOC000899,2518
LSOC000900,2602
LSOC000901,1568
LSOC000902,2696
LSOC000903,2990
LSOC000904,2539
LSOC000905,1699
LSOC000906,1795
LSOC000907,3107
LSOC000908,10657
LSOC000909,2140
LSOC000910,2457
LSOC000911,2814
LSOC000912,2266
LSOC000913,2945
LSOC000914,2969
LSOC000915,1555
LSOC000916,1666
LSOC000917,3095
LSOC000918,2053
LSOC000919,1354
LSOC000920,9407
LSOC000921,1375
LSOC000922,2410
LSOC000923,1918
LSOC000924,2666
LSOC000925,2431
LSOC000926,2919
LSOC000927,2134
LSOC000928,1437
LSOC000929,1345
LSOC000930,1467
LSOC000931,1858
LSOC000932,2155
LSOC000933,1503
LSOC000934,1919
LSOC000935,1980
LSOC000936,3199
LSOC000937,2225
LSOC000938,2226
LSOC000939,3023
LSOC000940,9805
LSOC000941,2083
LSOC000942,2468
LSOC000943,1485
LSOC000944,2558
LSOC000945,2233
LSOC000946,1591
LSOC000947,2843
LSOC000948,2193
LSOC000949,1687
LSOC000950,2702
LSOC000951,1815
LSOC000952,2880
LSOC000953,1622
LSOC000954,2428
LSOC000955,2503
LSOC000956,1630
LSOC000957,3053
LSOC000958,2138
LSOC000959,1472
LSOC000960,3200
LSOC000961,1473
LSOC000962,2994
LSOC000963,1839
LSOC000964,3096
LSOC000965,3112
LSOC000966,2327
LSOC000967,1766
LSOC000968,2933
LSOC000969,2048
LSOC000970,2512
LSOC000971,2461
LSOC000972,1438
LSOC000973,2572
LSOC000974,9521
LSOC000975,10068
LSOC000976,1531
LSOC000977,3627
LSOC000978,1971
LSOC000979,3599
LSOC000980,9717
LSOC000981,9716
LSOC000982,1386
LSOC000983,2867
LSOC000984,2161
LSOC000985,10549
LSOC000986,2625
LSOC000987,1936
LSOC000988,3007
LSOC000989,2643
LSOC000990,2440
LSOC000991,2752
LSOC000992,2807
LSOC000993,2255
LSOC000994,2631
LSOC000995,2712
LSOC000996,2998
LSOC000997,2920
LSOC000998,1728
LSOC000999,2629
LSOC001000,2097
LSOC001001,1342
LSOC001002,10005
LSOC001003,2170
LSOC001004,2508
LSOC001005,2384
LSOC001006,2509
LSOC001007,1396
LSOC001008,10698
LSOC001009,1518
LSOC001010,2729
LSOC001011,9675
LSOC001012,9677
LSOC001013,9676
LSOC001014,1732
LSOC001015,9917
LSOC001016,3198
LSOC001017,9141
LSOC001018,9143
LSOC001019,9889
LSOC001020,9607
LSOC001021,9608
LSOC001022,2406
LSOC001023,2344
LSOC001024,9752
LSOC001025,1507
LSOC001026,3142
LSOC001027,10421
LSOC001028,10445
LSOC001029,265
LSOC001030,2227
LSOC001031,1350
LSOC001032,10014
LSOC001033,2228
LSOC001034,10663
LSOC001035,1925
LSOC001036,2697
LSOC001037,10229
LSOC001038,9641
LSOC001039,9646
LSOC001040,9606
LSOC001041,2767
LSOC001042,297
LSOC001043,9506
LSOC001044,9695
LSOC001045,302
LSOC001046,9302
LSOC001047,9303
LSOC001048,9844
LSOC001049,10238
LSOC001050,10235
LSOC001051,10667
LSOC001052,9893
LSOC001053,10386
LSOC001054,10385
LSOC001055,10387
LSOC001056,2331
LSOC001057,1461
LSOC001058,1610
LSOC001059,2056
LSOC001060,1663
LSOC001061,10381
LSOC001062,2353
LSOC001063,2386
LSOC001064,2488
LSOC001065,2485
LSOC001066,2618
LSOC001067,1588
LSOC001068,2728
LSOC001069,2701
LSOC001070,2910
LSOC001071,10055
LSOC001072,10143
LSOC001073,342
LSOC001074,10304
LSOC001075,10305
LSOC001076,10377
LSOC001077,2760
LSOC001078,1739
LSOC001079,2360
LSOC001080,2534
LSOC001081,1859
LSOC001082,2011
LSOC001083,1343
LSOC001084,2142
LSOC001085,1567
LSOC001086,2124
LSOC001087,1695
LSOC001088,1367
LSOC001089,1725
LSOC001090,1780
LSOC001091,1481
LSOC001092,1634
LSOC001093,2267
LSOC001094,2636
LSOC001095,10320
LSOC001096,3143
LSOC001097,2139
LSOC001098,3129
LSOC001099,3123
LSOC001100,2132
LSOC001101,2703
LSOC001102,2983
LSOC001103,3089
LSOC001104,2978
LSOC001105,2794
LSOC001106,2094
LSOC001107,2886
LSOC001108,2887
LSOC001109,2564
LSOC001110,9418
LSOC001111,1998
LSOC001112,1643
LSOC001113,2010
LSOC001114,10522
LSOC001115,2293
LSOC001116,10616
LSOC001117,10271
LSOC001118,10442
LSOC001119,9626
LSOC001120,2433
LSOC001121,10750
LSOC001122,9815
LSOC001123,9816
LSOC001124,9769
LSOC001125,9876
LSOC001126,9421
LSOC001127,10594
LSOC001128,9826
LSOC001129,2491
LSOC001130,2262
LSOC001131,2378
LSOC001132,2258
LSOC001133,2190
LSOC001134,3021
LSOC001135,9983
LSOC001136,9984
LSOC001137,2832
LSOC001138,2085
LSOC001139,2717
LSOC001140,2547
LSOC001141,2243
LSOC001142,10712
LSOC001143,10716
LSOC001144,10717
LSOC001145,3646
LSOC001146,3108
LSOC001147,2882
LSOC001148,2128
LSOC001149,3078
LSOC001150,2605
LSOC001151,9684
LSOC001152,1927
LSOC001153,2833
LSOC001154,2412
LSOC001155,9935
LSOC001156,1541
LSOC001157,9979
LSOC001158,2375
LSOC001159,10321
LSOC001160,1546
LSOC001161,1545
LSOC001162,9601
LSOC001163,1542
LSOC001164,1548
LSOC001165,1547
LSOC001166,1549
LSOC001167,2318
LSOC001168,10121
LSOC001169,1543
LSOC001170,2086
LSOC001171,10550
LSOC001172,10551
LSOC001173,1492
LSOC001174,1414
LSOC001175,10500
LSOC001176,2950
LSOC001177,1748
LSOC001178,2000
LSOC001179,2533
LSOC001180,2642
LSOC001181,1566
LSOC001182,2520
LSOC001183,1393
LSOC001184,2432
LSOC001185,2553
LSOC001186,2235
LSOC001187,2676
LSOC001188,2738
LSOC001189,2768
LSOC001190,2261
LSOC001191,2561
LSOC001192,2657
LSOC001193,2784
LSOC001194,9824
LSOC001195,1510
LSOC001196,3202
LSOC001197,3070
LSOC001198,2013
LSOC001199,9442
LSOC001200,2560
LSOC001201,2720
LSOC001202,10161
LSOC001203,1793
LSOC001204,2215
LSOC001205,1463
LSOC001206,440
LSOC001207,3032
LSOC001208,2946
LSOC001209,2580
LSOC001210,1945
LSOC001211,2364
LSOC001212,2709
LSOC001213,2889
LSOC001214,9647
LSOC001215,10040
LSOC001216,2248
LSOC001217,1476
LSOC001218,1422
LSOC001219,2772
LSOC001220,2735
LSOC001221,10771
LSOC001222,9714
LSOC001223,1338
LSOC001224,2374
LSOC001225,1640
LSOC001226,1641
LSOC001227,1694
LSOC001228,2750
LSOC001229,1444
LSOC001230,2250
LSOC001231,3605
LSOC001232,3091
LSOC001233,1844
LSOC001234,2316
LSOC001235,1589
LSOC001236,1701
LSOC001237,2395
LSOC001238,10127
LSOC001239,472
LSOC001240,1897
LSOC001241,1887
LSOC001242,1745
LSOC001243,1597
LSOC001244,1750
LSOC001245,481
LSOC001246,1877
LSOC001247,2671
LSOC001248,9966
LSOC001249,10755
LSOC001250,10116
LSOC001251,2730
LSOC001252,1323
LSOC001253,2482
LSOC001254,3205
LSOC001255,1501
LSOC001256,10184
LSOC001257,1792
LSOC001258,2785
LSOC001259,2749
LSOC001260,2921
LSOC001261,1593
LSOC001262,9443
LSOC001263,2777
LSOC001264,2037
LSOC001265,9671
LSOC001266,2787
LSOC001267,2570
LSOC001268,1854
LSOC001269,1533
LSOC001270,2587
LSOC001271,2699
LSOC001272,1366
LSOC001273,2597
LSOC001274,1581
LSOC001275,3042
LSOC001276,2220
LSOC001277,1468
LSOC001278,1639
LSOC001279,3583
LSOC001280,10536
LSOC001281,438
LSOC001282,1513
LSOC001283,2057
LSOC001284,9869
LSOC001285,9568
LSOC001286,10043
LSOC001287,10044
LSOC001288,9207
LSOC001289,9740
LSOC001290,9741
LSOC001291,9742
LSOC001292,9192
LSOC001293,450
LSOC001294,2935
LSOC001295,3126
LSOC001296,9148
LSOC001297,2271
LSOC001298,462
LSOC001299,10463
LSOC001300,9759
LSOC001301,9139
LSOC001302,10307
LSOC001303,9882
LSOC001304,498
LSOC001305,1516
LSOC001306,10015
LSOC001307,2803
LSOC001308,3206
LSOC001309,3697
LSOC001310,10583
LSOC001311,3698
LSOC001312,3694
LSOC001313,3695
LSOC001314,9152
LSOC001315,9153
LSOC001316,508
LSOC001317,9154
LSOC001318,513
LSOC001319,9481
LSOC001320,1379
LSOC001321,9795
LSOC001322,2805
LSOC001323,1799
LSOC001324,1685
LSOC001325,2633
LSOC001326,3087
LSOC001327,1707
LSOC001328,1689
LSOC001329,2182
LSOC001330,1712
LSOC001331,1752
LSOC001332,1672
LSOC001333,1677
LSOC001334,1853
LSOC001335,2694
LSOC001336,9936
LSOC001337,1606
LSOC001338,2929
LSOC001339,2700
LSOC001340,1578
LSOC001341,2747
LSOC001342,10598
LSOC001343,3080
LSOC001344,2004
LSOC001345,9263
LSOC001346,2770
LSOC001347,9525
LSOC001348,1646
LSOC001349,9997
LSOC001350,9999
LSOC001351,9998
LSOC001352,1385
LSOC001353,2527
LSOC001354,2390
LSOC001355,1932
LSOC001356,2273
LSOC001357,3109
LSOC001358,1913
LSOC001359,2779
LSOC001360,1626
LSOC001361,1553
LSOC001362,1892
LSOC001363,2804
LSOC001364,2447
LSOC001365,1609
LSOC001366,1826
LSOC001367,1462
LSOC001368,1450
LSOC001369,1560
LSOC001370,1733
LSOC001371,1870
LSOC001372,2956
LSOC001373,1683
LSOC001374,3037
LSOC001375,2027
LSOC001376,3145
LSOC001377,9171
LSOC001378,3041
LSOC001379,2189
LSOC001380,10621
LSOC001381,1693
LSOC001382,1833
LSOC001383,1490
LSOC001384,3085
LSOC001385,2896
LSOC001386,3171
LSOC001387,1550
LSOC001388,10126
LSOC001389,1400
LSOC001390,1930
LSOC001391,9723
LSOC001392,9722
LSOC001393,2904
LSOC001394,3035
LSOC001395,1864
LSOC001396,1514
LSOC001397,2672
LSOC001398,2554
LSOC001399,9365
LSOC001400,1515
