new_value,old_value
LSOC000115,9604
LSOC000116,10459
LSOC000117,2157
LSOC000118,2079
LSOC000119,9348
LSOC000120,9349
LSOC000121,2647
LSOC000122,1915
LSOC000123,2829
LSOC000124,1426
LSOC000125,1851
LSOC000126,9552
LSOC000127,9553
LSOC000128,1736
LSOC000129,1475
LSOC000130,1497
LSOC000131,2964
LSOC000132,1401
LSOC000133,2774
LSOC000134,2515
LSOC000135,1519
LSOC000136,3034
LSOC000137,3105
LSOC000138,10033
LSOC000139,2733
LSOC000140,2813
LSOC000141,2254
LSOC000142,1896
LSOC000143,1413
LSOC000144,1529
LSOC000145,1615
LSOC000146,1916
LSOC000147,1660
LSOC000148,1773
LSOC000149,1869
LSOC000150,2454
LSOC000151,2613
LSOC000152,2568
LSOC000153,1787
LSOC000154,1774
LSOC000155,3014
LSOC000156,1621
LSOC000157,2095
LSOC000158,3022
LSOC000159,2706
LSOC000160,2874
LSOC000161,2507
LSOC000162,1429
LSOC000163,1363
LSOC000164,2163
LSOC000165,2312
LSOC000166,2659
LSOC000167,2007
LSOC000168,2475
LSOC000169,2040
LSOC000170,1517
LSOC000171,2528
LSOC000172,2358
LSOC000173,2437
LSOC000174,2764
LSOC000175,1383
LSOC000176,2253
LSOC000177,2078
LSOC000178,1895
LSOC000179,2819
LSOC000180,2985
LSOC000181,1894
LSOC000182,10637
LSOC000183,2815
LSOC000184,9564
LSOC000185,2816
LSOC000186,2073
LSOC000187,1564
LSOC000188,1602
LSOC000189,2206
LSOC000190,3116
LSOC000191,1749
LSOC000192,2108
LSOC000193,2663
LSOC000194,1419
LSOC000195,2846
LSOC000196,3036
LSOC000197,2249
LSOC000198,1878
LSOC000199,2145
LSOC000200,1821
LSOC000201,1872
LSOC000202,3131
LSOC000203,2856
LSOC000204,9475
LSOC000205,2160
LSOC000206,2237
LSOC000207,3071
LSOC000208,2154
LSOC000209,2399
LSOC000210,2970
LSOC000211,3101
LSOC000212,3003
LSOC000213,1951
LSOC000214,2691
LSOC000215,1339
LSOC000216,9919
LSOC000217,2323
LSOC000218,1574
LSOC000219,1789
LSOC000220,1758
LSOC000221,2858
LSOC000222,2598
LSOC000223,2321
LSOC000224,2519
LSOC000225,3068
LSOC000226,2279
LSOC000227,2221
LSOC000228,2869
LSOC000229,1777
LSOC000230,2852
LSOC000231,9167
LSOC000232,2660
LSOC000233,3038
LSOC000234,2211
LSOC000235,2936
LSOC000236,1447
LSOC000237,3040
LSOC000238,1760
LSOC000239,3188
LSOC000240,2715
LSOC000241,1484
LSOC000242,1370
LSOC000243,1754
LSOC000244,2240
LSOC000245,1678
LSOC000246,1638
LSOC000247,10417
LSOC000248,1757
LSOC000249,9150
LSOC000250,9149
LSOC000251,1456
LSOC000252,1867
LSOC000253,2151
LSOC000254,9945
LSOC000255,10140
LSOC000256,10034
LSOC000257,10035
LSOC000258,1696
LSOC000259,1451
LSOC000260,1627
LSOC000261,2923
LSOC000262,10666
LSOC000263,10419
LSOC000264,10422
LSOC000265,10447
LSOC000266,10308
LSOC000267,10309
LSOC000268,1670
LSOC000269,2325
LSOC000270,9617
LSOC000271,9228
LSOC000272,9925
LSOC000273,9926
LSOC000274,9927
LSOC000275,10404
LSOC000276,9993
LSOC000277,3016
LSOC000278,3591
LSOC000279,1647
LSOC000280,2425
LSOC000281,9668
LSOC000282,9768
LSOC000283,2337
LSOC000284,1563
LSOC000285,2061
LSOC000286,2137
LSOC000287,2495
LSOC000288,9772
LSOC000289,2802
LSOC000290,9262
LSOC000291,2088
LSOC000292,2268
LSOC000293,1963
LSOC000294,1803
LSOC000295,10655
LSOC000296,10659
LSOC000297,2692
LSOC000298,2818
LSOC000299,2350
LSOC000300,9343
LSOC000301,9649
LSOC000302,2949
LSOC000303,2796
LSOC000304,1781
LSOC000305,2999
LSOC000306,2928
LSOC000307,3122
LSOC000308,2831
LSOC000309,2296
LSOC000310,9883
LSOC000311,2336
LSOC000312,10493
LSOC000313,1651
LSOC000314,2122
LSOC000315,2465
LSOC000316,2014
LSOC000317,1849
LSOC000318,2380
LSOC000319,3018
LSOC000320,1785
LSOC000321,3682
LSOC000322,10221
LSOC000323,3015
LSOC000324,1592
LSOC000325,1882
LSOC000326,2363
LSOC000327,1399
LSOC000328,2443
LSOC000329,2593
LSOC000330,2798
LSOC000331,3052
LSOC000332,2619
LSOC000333,10144
LSOC000334,10420
LSOC000335,10146
LSOC000336,1940
LSOC000337,3083
LSOC000338,3556
LSOC000339,9780
LSOC000340,2870
LSOC000341,1355
LSOC000342,2997
LSOC000343,1964
LSOC000344,3027
LSOC000345,2067
LSOC000346,1372
LSOC000347,1966
LSOC000348,2481
LSOC000349,2890
LSOC000350,2417
LSOC000351,2330
LSOC000352,3028
LSOC000353,2402
LSOC000354,2419
LSOC000355,1992
LSOC000356,2159
LSOC000357,2670
LSOC000358,2483
LSOC000359,2016
LSOC000360,1504
LSOC000361,1862
LSOC000362,1620
LSOC000363,2381
LSOC000364,3045
LSOC000365,1423
LSOC000366,1434
LSOC000367,2121
LSOC000368,2938
LSOC000369,10653
LSOC000370,10259
LSOC000371,9299
LSOC000372,3132
LSOC000373,2274
LSOC000374,3133
LSOC000375,9975
LSOC000376,1376
LSOC000377,9942
LSOC000378,1865
LSOC000379,2113
LSOC000380,2252
LSOC000381,10027
LSOC000382,2001
LSOC000383,2651
LSOC000384,1763
LSOC000385,9970
LSOC000386,9921
LSOC000387,2438
LSOC000388,1573
LSOC000389,2612
LSOC000390,1856
LSOC000391,1900
LSOC000392,2875
LSOC000393,2522
LSOC000394,1759
LSOC000395,2851
LSOC000396,3134
LSOC000397,2714
LSOC000398,1598
LSOC000399,2850
LSOC000400,2172
LSOC000401,2285
LSOC000402,2368
LSOC000403,2486
LSOC000404,1585
LSOC000405,1811
LSOC000406,2940
LSOC000407,1508
LSOC000408,2871
LSOC000409,2567
LSOC000410,2955
LSOC000411,9592
LSOC000412,2604
LSOC000413,1921
LSOC000414,1474
LSOC000415,1381
LSOC000416,3047
LSOC000417,2342
LSOC000418,2688
LSOC000419,10691
LSOC000420,9898
LSOC000421,1459
LSOC000422,1810
LSOC000423,3191
LSOC000424,1524
LSOC000425,1924
LSOC000426,2105
LSOC000427,2837
LSOC000428,1430
LSOC000429,1431
LSOC000430,1432
LSOC000431,2247
LSOC000432,1709
LSOC000433,2102
LSOC000434,1623
LSOC000435,2506
LSOC000436,2373
LSOC000437,2711
LSOC000438,1512
LSOC000439,2621
LSOC000440,2213
LSOC000441,2143
LSOC000442,1624
LSOC000443,2588
LSOC000444,2212
LSOC000445,1364
LSOC000446,2480
LSOC000447,2689
LSOC000448,2210
LSOC000449,2649
LSOC000450,1353
LSOC000451,2648
LSOC000452,3135
LSOC000453,2894
LSOC000454,3125
LSOC000455,2680
LSOC000456,1961
LSOC000457,2339
LSOC000458,10348
LSOC000459,2510
LSOC000460,2603
LSOC000461,3030
LSOC000462,2307
LSOC000463,2404
LSOC000464,2423
LSOC000465,1926
LSOC000466,2895
LSOC000467,1928
LSOC000468,2788
LSOC000469,2033
LSOC000470,10683
LSOC000471,10684
LSOC000472,1526
LSOC000473,1464
LSOC000474,43
LSOC000475,10029
LSOC000476,10371
LSOC000477,10373
LSOC000478,10372
LSOC000479,2975
LSOC000480,1946
LSOC000481,2966
LSOC000482,2963
LSOC000483,9817
LSOC000484,2626
LSOC000485,1768
LSOC000486,9764
LSOC000487,10337
LSOC000488,9234
LSOC000489,9428
LSOC000490,1923
LSOC000491,9414
LSOC000492,9520
LSOC000493,9960
LSOC000494,2732
LSOC000495,10276
LSOC000496,10123
LSOC000497,10125
LSOC000498,10124
LSOC000499,1612
LSOC000500,2521
LSOC000501,9591
LSOC000502,9369
LSOC000503,10048
LSOC000504,3159
LSOC000505,10336
LSOC000506,1905
LSOC000507,2002
LSOC000508,1465
LSOC000509,3136
LSOC000510,2317
LSOC000511,1880
LSOC000512,1661
LSOC000513,2277
LSOC000514,2146
LSOC000515,2450
LSOC000516,1471
LSOC000517,1847
LSOC000518,1448
LSOC000519,1632
LSOC000520,2828
LSOC000521,2115
LSOC000522,1717
LSOC000523,2114
LSOC000524,1421
LSOC000525,1729
LSOC000526,2884
LSOC000527,2156
LSOC000528,2722
LSOC000529,3113
LSOC000530,1352
LSOC000531,1614
LSOC000532,1394
LSOC000533,9699
LSOC000534,2844
LSOC000535,2809
LSOC000536,1556
LSOC000537,3062
LSOC000538,1671
LSOC000539,2565
LSOC000540,1460
LSOC000541,2348
LSOC000542,2195
LSOC000543,1520
LSOC000544,2282
LSOC000545,1708
LSOC000546,3092
LSOC000547,2352
LSOC000548,1361
LSOC000549,2034
LSOC000550,2842
LSOC000551,2287
LSOC000552,2175
LSOC000553,2295
LSOC000554,2305
LSOC000555,2986
LSOC000556,2854
LSOC000557,2685
LSOC000558,3074
LSOC000559,3004
LSOC000560,2557
LSOC000561,2490
LSOC000562,1494
LSOC000563,2196
LSOC000564,3194
LSOC000565,2345
LSOC000566,2051
LSOC000567,10003
LSOC000568,2918
LSOC000569,2679
LSOC000570,1357
LSOC000571,2987
LSOC000572,1498
LSOC000573,2622
LSOC000574,2185
LSOC000575,3057
LSOC000576,2413
LSOC000577,10634
LSOC000578,9902
LSOC000579,1619
LSOC000580,10423
LSOC000581,2566
LSOC000582,3024
LSOC000583,10374
LSOC000584,10275
LSOC000585,1885
LSOC000586,113
LSOC000587,2054
LSOC000588,9332
LSOC000589,10398
LSOC000590,10399
LSOC000591,2148
LSOC000592,9874
LSOC000593,9875
LSOC000594,127
LSOC000595,10416
LSOC000596,9387
LSOC000597,2793
LSOC000598,2359
LSOC000599,3138
LSOC000600,2476
LSOC000601,1648
LSOC000602,2893
LSOC000603,1852
LSOC000604,2222
LSOC000605,2080
LSOC000606,1618
LSOC000607,1784
LSOC000608,1881
LSOC000609,1412
LSOC000610,2046
LSOC000611,1982
LSOC000612,1530
LSOC000613,2203
LSOC000614,2562
LSOC000615,10665
LSOC000616,2149
LSOC000617,2216
LSOC000618,1863
LSOC000619,2664
LSOC000620,1830
LSOC000621,1480
LSOC000622,1938
LSOC000623,2673
LSOC000624,2302
LSOC000625,1409
LSOC000626,1917
LSOC000627,1445
LSOC000628,3048
LSOC000629,1722
LSOC000630,3029
LSOC000631,2628
LSOC000632,3009
LSOC000633,2448
LSOC000634,2361
LSOC000635,1449
LSOC000636,10512
LSOC000637,9410
LSOC000638,9409
LSOC000639,2586
LSOC000640,2614
LSOC000641,2824
LSOC000642,1362
LSOC000643,10241
LSOC000644,10242
LSOC000645,10179
LSOC000646,9756
LSOC000647,2462
LSOC000648,9683
LSOC000649,9682
LSOC000650,9255
LSOC000651,9777
LSOC000652,9218
LSOC000653,9219
LSOC000654,9674
LSOC000655,10486
LSOC000656,10540
LSOC000657,10541
LSOC000658,10498
LSOC000659,2525
LSOC000660,2087
LSOC000661,1741
LSOC000662,2171
LSOC000663,1834
LSOC000664,2411
LSOC000665,1436
LSOC000666,3012
LSOC000667,1682
LSOC000668,2792
LSOC000669,1499
LSOC000670,1657
LSOC000671,1505
LSOC000672,2290
LSOC000673,1669
LSOC000674,2026
LSOC000675,9880
LSOC000676,9892
LSOC000677,2847
LSOC000678,3139
LSOC000679,2313
LSOC000680,1439
LSOC000681,1440
LSOC000682,1487
LSOC000683,1840
LSOC000684,2045
LSOC000685,2765
LSOC000686,1805
LSOC000687,2546
LSOC000688,3051
LSOC000689,2135
LSOC000690,9184
LSOC000691,3174
LSOC000692,2967
LSOC000693,1891
LSOC000694,1668
LSOC000695,3118
LSOC000696,1658
LSOC000697,2199
LSOC000698,10676
LSOC000699,3596
LSOC000700,9738
LSOC000701,9739
LSOC000702,1659
LSOC000703,2542
LSOC000704,1424
LSOC000705,2761
LSOC000706,3010
LSOC000707,1455
LSOC000708,2259
LSOC000709,1735
LSOC000710,3114
LSOC000711,1540
LSOC000712,1596
LSOC000713,1408
LSOC000714,2275
LSOC000715,10626
LSOC000716,10627
LSOC000717,9901
LSOC000718,9415
LSOC000719,9354
LSOC000720,9450
LSOC000721,9353
LSOC000722,193
LSOC000723,10228
LSOC000724,10231
LSOC000725,10232
LSOC000726,10230
LSOC000727,196
LSOC000728,9494
LSOC000729,1778
LSOC000730,3088
LSOC000731,2783
LSOC000732,1941
LSOC000733,2066
LSOC000734,2606
LSOC000735,1730
LSOC000736,3182
LSOC000737,2695
LSOC000738,3094
LSOC000739,2090
LSOC000740,3195
LSOC000741,10628
LSOC000742,2977
LSOC000743,1908
LSOC000744,2284
LSOC000745,1753
LSOC000746,1893
LSOC000747,2298
LSOC000748,1886
LSOC000749,1483
LSOC000750,2300
LSOC000751,222
LSOC000752,1522
LSOC000753,3110
LSOC000754,2827
LSOC000755,9811
LSOC000756,2926
LSOC000757,9810
LSOC000758,2333
LSOC000759,1910
LSOC000760,1582
LSOC000761,2217
LSOC000762,3103
LSOC000763,2469
LSOC000764,3082
LSOC000765,2989
LSOC000766,9419
LSOC000767,1676
LSOC000768,2186
LSOC000769,1903
LSOC000770,1798
LSOC000771,3140
LSOC000772,1934
LSOC000773,1572
LSOC000774,2459
LSOC000775,2458
LSOC000776,2436
LSOC000777,10261
LSOC000778,10263
LSOC000779,2453
LSOC000780,2984
LSOC000781,3128
LSOC000782,2340
LSOC000783,1800
LSOC000784,2939
LSOC000785,1898
LSOC000786,9924
LSOC000787,10450
LSOC000788,1351
LSOC000789,3670
LSOC000790,10407
LSOC000791,10408
LSOC000792,9612
LSOC000793,9611
LSOC000794,10451
LSOC000795,9547
LSOC000796,3671
LSOC000797,10079
LSOC000798,3165
LSOC000799,1889
LSOC000800,2074
LSOC000801,1584
LSOC000802,1506
LSOC000803,1346
LSOC000804,1347
LSOC000805,10591
LSOC000806,217
LSOC000807,9928
LSOC000808,10476
LSOC000809,10443
LSOC000810,10444
LSOC000811,9762
LSOC000812,1819
LSOC000813,2911
LSOC000814,3196
LSOC000815,9460
LSOC000816,9790
LSOC000817,9792
LSOC000818,9791
LSOC000819,10041
LSOC000820,10042
LSOC000821,9177
LSOC000822,9196
LSOC000823,10490
LSOC000824,2551
LSOC000825,2634
LSOC000826,2739
LSOC000827,1770
LSOC000828,3141
LSOC000829,1594
LSOC000830,1667
LSOC000831,9134
LSOC000832,2502
LSOC000833,1535
LSOC000834,1866
LSOC000835,2727
LSOC000836,1633
LSOC000837,2905
LSOC000838,10559
LSOC000839,2133
LSOC000840,9439
LSOC000841,2487
LSOC000842,2263
LSOC000843,2908
LSOC000844,2646
LSOC000845,2009
LSOC000846,2853
LSOC000847,1416
LSOC000848,1470
LSOC000849,2980
LSOC000850,1604
LSOC000851,1836
LSOC000852,1937
LSOC000853,2147
LSOC000854,2150
LSOC000855,2003
LSOC000856,2492
LSOC000857,2015
LSOC000858,2915
LSOC000859,2740
LSOC000860,2741
LSOC000861,2446
LSOC000862,9637
LSOC000863,3176
LSOC000864,1883
LSOC000865,2541
LSOC000866,1771
LSOC000867,2971
LSOC000868,3019
LSOC000869,1703
LSOC000870,2638
LSOC000871,2848
LSOC000872,2549
LSOC000873,2745
LSOC000874,1967
LSOC000875,1382
LSOC000876,2407
LSOC000877,1330
LSOC000878,1590
LSOC000879,1809
LSOC000880,1727
LSOC000881,2773
LSOC000882,3039
LSOC000883,2422
LSOC000884,3692
LSOC000885,2931
LSOC000886,2202
LSOC000887,2981
LSOC000888,1680
LSOC000889,2686
LSOC000890,2737
LSOC000891,1994
LSOC000892,2518
LSOC000893,2602
LSOC000894,1568
LSOC000895,2696
LSOC000896,2990
LSOC000897,2539
LSOC000898,1699
LSOC000899,1795
LSOC000900,3107
LSOC000901,10657
LSOC000902,2140
LSOC000903,2457
LSOC000904,2814
LSOC000905,2266
LSOC000906,2945
LSOC000907,2969
LSOC000908,1555
LSOC000909,1666
LSOC000910,3095
LSOC000911,2053
LSOC000912,1354
LSOC000913,9407
LSOC000914,1375
LSOC000915,2410
LSOC000916,1918
LSOC000917,2666
LSOC000918,2431
LSOC000919,2919
LSOC000920,2134
LSOC000921,1437
LSOC000922,1345
LSOC000923,1467
LSOC000924,1858
LSOC000925,2155
LSOC000926,1503
LSOC000927,1919
LSOC000928,1980
LSOC000929,3199
LSOC000930,2225
LSOC000931,2226
LSOC000932,3023
LSOC000933,9805
LSOC000934,2083
LSOC000935,2468
LSOC000936,1485
LSOC000937,2558
LSOC000938,2233
LSOC000939,1591
LSOC000940,2843
LSOC000941,2193
LSOC000942,1687
LSOC000943,2702
LSOC000944,1815
LSOC000945,2880
LSOC000946,1622
LSOC000947,2428
LSOC000948,2503
LSOC000949,1630
LSOC000950,3053
LSOC000951,2138
LSOC000952,1472
LSOC000953,3200
LSOC000954,1473
LSOC000955,2994
LSOC000956,1839
LSOC000957,3096
LSOC000958,3112
LSOC000959,2327
LSOC000960,1766
LSOC000961,2933
LSOC000962,2048
LSOC000963,2512
LSOC000964,2461
LSOC000965,1438
LSOC000966,2572
LSOC000967,9521
LSOC000968,10068
LSOC000969,1531
LSOC000970,3627
LSOC000971,1971
LSOC000972,3599
LSOC000973,9717
LSOC000974,9716
LSOC000975,1386
LSOC000976,2867
LSOC000977,2161
LSOC000978,10549
LSOC000979,2625
LSOC000980,1936
LSOC000981,3007
LSOC000982,2643
LSOC000983,2440
LSOC000984,2752
LSOC000985,2807
LSOC000986,2255
LSOC000987,2631
LSOC000988,2712
LSOC000989,2998
LSOC000990,2920
LSOC000991,1728
LSOC000992,2629
LSOC000993,2097
LSOC000994,1342
LSOC000995,10005
LSOC000996,2170
LSOC000997,2508
LSOC000998,2384
LSOC000999,2509
LSOC001000,1396
LSOC001001,1518
LSOC001002,2729
LSOC001003,9675
LSOC001004,9677
LSOC001005,9676
LSOC001006,1732
LSOC001007,9917
LSOC001008,3198
LSOC001009,9141
LSOC001010,9143
LSOC001011,9889
LSOC001012,9607
LSOC001013,9608
LSOC001014,2406
LSOC001015,2344
LSOC001016,9752
LSOC001017,1507
LSOC001018,3142
LSOC001019,10421
LSOC001020,10445
LSOC001021,265
LSOC001022,2227
LSOC001023,1350
LSOC001024,10014
LSOC001025,2228
LSOC001026,10663
LSOC001027,1925
LSOC001028,2697
LSOC001029,10229
LSOC001030,9641
LSOC001031,9646
LSOC001032,9606
LSOC001033,2767
LSOC001034,297
LSOC001035,9506
LSOC001036,9695
LSOC001037,302
LSOC001038,9302
LSOC001039,9303
LSOC001040,9844
LSOC001041,10238
LSOC001042,10235
LSOC001043,10667
LSOC001044,9893
LSOC001045,10386
LSOC001046,10385
LSOC001047,10387
LSOC001048,2331
LSOC001049,1461
LSOC001050,1610
LSOC001051,2056
LSOC001052,1663
LSOC001053,2353
LSOC001054,2386
LSOC001055,2488
LSOC001056,2485
LSOC001057,2618
LSOC001058,1588
LSOC001059,2728
LSOC001060,2701
LSOC001061,2910
LSOC001062,10055
LSOC001063,10143
LSOC001064,342
LSOC001065,10304
LSOC001066,10305
LSOC001067,10377
LSOC001068,2760
LSOC001069,1739
LSOC001070,2360
LSOC001071,2534
LSOC001072,1859
LSOC001073,2011
LSOC001074,1343
LSOC001075,2142
LSOC001076,1567
LSOC001077,2124
LSOC001078,1695
LSOC001079,1367
LSOC001080,1725
LSOC001081,1780
LSOC001082,1481
LSOC001083,1634
LSOC001084,2267
LSOC001085,2636
LSOC001086,10320
LSOC001087,3143
LSOC001088,2139
LSOC001089,3129
LSOC001090,3123
LSOC001091,2132
LSOC001092,2703
LSOC001093,2983
LSOC001094,3089
LSOC001095,2978
LSOC001096,2794
LSOC001097,2094
LSOC001098,2886
LSOC001099,2887
LSOC001100,2564
LSOC001101,9418
LSOC001102,1998
LSOC001103,1643
LSOC001104,2010
LSOC001105,10522
LSOC001106,2293
LSOC001107,10449
LSOC001108,10271
LSOC001109,10442
LSOC001110,9626
LSOC001111,2433
LSOC001112,9815
LSOC001113,9816
LSOC001114,9769
LSOC001115,9876
LSOC001116,9421
LSOC001117,10594
LSOC001118,9826
LSOC001119,2491
LSOC001120,2262
LSOC001121,2378
LSOC001122,2258
LSOC001123,2190
LSOC001124,3021
LSOC001125,9983
LSOC001126,9984
LSOC001127,2832
LSOC001128,2085
LSOC001129,2717
LSOC001130,2547
LSOC001131,2243
LSOC001132,3646
LSOC001133,3108
LSOC001134,2882
LSOC001135,2128
LSOC001136,3078
LSOC001137,2605
LSOC001138,9684
LSOC001139,1927
LSOC001140,2833
LSOC001141,2412
LSOC001142,9935
LSOC001143,1541
LSOC001144,9979
LSOC001145,2375
LSOC001146,10321
LSOC001147,1546
LSOC001148,1545
LSOC001149,9601
LSOC001150,1542
LSOC001151,1548
LSOC001152,1547
LSOC001153,1549
LSOC001154,2318
LSOC001155,10121
LSOC001156,1543
LSOC001157,2086
LSOC001158,10550
LSOC001159,10551
LSOC001160,1492
LSOC001161,1414
LSOC001162,10500
LSOC001163,2950
LSOC001164,1748
LSOC001165,2000
LSOC001166,2533
LSOC001167,2642
LSOC001168,1566
LSOC001169,2520
LSOC001170,1393
LSOC001171,2432
LSOC001172,2553
LSOC001173,2235
LSOC001174,2676
LSOC001175,2738
LSOC001176,2768
LSOC001177,2261
LSOC001178,2561
LSOC001179,2657
LSOC001180,2784
LSOC001181,9824
LSOC001182,1510
LSOC001183,3202
LSOC001184,3070
LSOC001185,2013
LSOC001186,9442
LSOC001187,2560
LSOC001188,2720
LSOC001189,10161
LSOC001190,1793
LSOC001191,2215
LSOC001192,1463
LSOC001193,440
LSOC001194,3032
LSOC001195,2946
LSOC001196,2580
LSOC001197,1945
LSOC001198,2364
LSOC001199,2709
LSOC001200,2889
LSOC001201,9647
LSOC001202,10040
LSOC001203,2248
LSOC001204,1476
LSOC001205,1422
LSOC001206,2772
LSOC001207,2735
LSOC001208,9714
LSOC001209,1338
LSOC001210,2374
LSOC001211,1640
LSOC001212,1641
LSOC001213,1694
LSOC001214,2750
LSOC001215,1444
LSOC001216,2250
LSOC001217,3605
LSOC001218,3091
LSOC001219,1844
LSOC001220,2316
LSOC001221,1589
LSOC001222,1701
LSOC001223,2395
LSOC001224,472
LSOC001225,1897
LSOC001226,1887
LSOC001227,1745
LSOC001228,1597
LSOC001229,1750
LSOC001230,481
LSOC001231,1877
LSOC001232,2671
LSOC001233,9966
LSOC001234,10116
LSOC001235,2730
LSOC001236,1323
LSOC001237,2482
LSOC001238,3205
LSOC001239,1501
LSOC001240,10184
LSOC001241,1792
LSOC001242,2785
LSOC001243,2749
LSOC001244,2921
LSOC001245,1593
LSOC001246,9443
LSOC001247,2777
LSOC001248,2037
LSOC001249,9671
LSOC001250,2787
LSOC001251,2570
LSOC001252,1854
LSOC001253,1533
LSOC001254,2587
LSOC001255,2699
LSOC001256,1366
LSOC001257,2597
LSOC001258,1581
LSOC001259,3042
LSOC001260,2220
LSOC001261,1468
LSOC001262,1639
LSOC001263,3583
LSOC001264,10536
LSOC001265,438
LSOC001266,1513
LSOC001267,2057
LSOC001268,9869
LSOC001269,9568
LSOC001270,10043
LSOC001271,10044
LSOC001272,9207
LSOC001273,9740
LSOC001274,9741
LSOC001275,9742
LSOC001276,1
LSOC001277,9192
LSOC001278,450
LSOC001279,2935
LSOC001280,3126
LSOC001281,9148
LSOC001282,2271
LSOC001283,462
LSOC001284,10463
LSOC001285,9759
LSOC001286,9139
LSOC001287,10307
LSOC001288,9882
LSOC001289,498
LSOC001290,1516
LSOC001291,10015
LSOC001292,2803
LSOC001293,3206
LSOC001294,3697
LSOC001295,3698
LSOC001296,3694
LSOC001297,3695
LSOC001298,9152
LSOC001299,9153
LSOC001300,508
LSOC001301,9154
LSOC001302,513
LSOC001303,9481
LSOC001304,1379
LSOC001305,9795
LSOC001306,2805
LSOC001307,1799
LSOC001308,1685
LSOC001309,2633
LSOC001310,3087
LSOC001311,1707
LSOC001312,1689
LSOC001313,2182
LSOC001314,1712
LSOC001315,1752
LSOC001316,1672
LSOC001317,1677
LSOC001318,1853
LSOC001319,2694
LSOC001320,9936
LSOC001321,1606
LSOC001322,2929
LSOC001323,2700
LSOC001324,1578
LSOC001325,2747
LSOC001326,10598
LSOC001327,3080
LSOC001328,2004
LSOC001329,9263
LSOC001330,2770
LSOC001331,9525
LSOC001332,1646
LSOC001333,9997
LSOC001334,9999
LSOC001335,9998
LSOC001336,1385
LSOC001337,2527
LSOC001338,2390
LSOC001339,1932
LSOC001340,2273
LSOC001341,3109
LSOC001342,1913
LSOC001343,2779
LSOC001344,1626
LSOC001345,1553
LSOC001346,1892
LSOC001347,2804
LSOC001348,2447
LSOC001349,1609
LSOC001350,1826
LSOC001351,1462
LSOC001352,1450
LSOC001353,1560
LSOC001354,1733
LSOC001355,1870
LSOC001356,2956
LSOC001357,1683
LSOC001358,3037
LSOC001359,2027
LSOC001360,3145
LSOC001361,9171
LSOC001362,3041
LSOC001363,2189
LSOC001364,10621
LSOC001365,1693
LSOC001366,1833
LSOC001367,1490
LSOC001368,3085
LSOC001369,2896
LSOC001370,3171
LSOC001371,1550
LSOC001372,10126
LSOC001373,1400
LSOC001374,1930
LSOC001375,9723
LSOC001376,9722
LSOC001377,2904
LSOC001378,3035
LSOC001379,1864
LSOC001380,1514
LSOC001381,2672
LSOC001382,2554
LSOC001383,9365
LSOC001384,1515
LSOC001385,2174
LSOC001386,1713
LSOC001387,1705
LSOC001388,2704
LSOC001389,1371
LSOC001390,2693
LSOC001391,1577
LSOC001392,1380
LSOC001393,2092
LSOC001394,1583
LSOC001395,1322
LSOC001396,1329
LSOC001397,1950
LSOC001398,2169
LSOC001399,2538
LSOC001400,1993
